total_requests,successful_requests,failed_requests,fallback_successes,static_fallbacks,cache_hits,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_primary_timeout_100_total_requests,scenario_primary_timeout_100_successful_requests,scenario_primary_timeout_100_failed_requests,scenario_primary_timeout_100_fallback_successes,scenario_primary_timeout_100_static_fallbacks,scenario_primary_timeout_100_cache_hits,scenario_primary_timeout_100_availability,scenario_primary_timeout_100_error_rate,scenario_primary_timeout_100_latency_p50_ms,scenario_primary_timeout_100_latency_p95_ms,scenario_primary_timeout_100_latency_p99_ms,scenario_primary_timeout_100_fallback_success_rate,scenario_primary_timeout_100_cache_hit_rate,scenario_primary_timeout_100_circuit_open_count,scenario_primary_timeout_100_recovery_time_ms,scenario_primary_timeout_100_estimated_cost,scenario_primary_timeout_100_estimated_cost_saved,scenario_primary_flaky_50_total_requests,scenario_primary_flaky_50_successful_requests,scenario_primary_flaky_50_failed_requests,scenario_primary_flaky_50_fallback_successes,scenario_primary_flaky_50_static_fallbacks,scenario_primary_flaky_50_cache_hits,scenario_primary_flaky_50_availability,scenario_primary_flaky_50_error_rate,scenario_primary_flaky_50_latency_p50_ms,scenario_primary_flaky_50_latency_p95_ms,scenario_primary_flaky_50_latency_p99_ms,scenario_primary_flaky_50_fallback_success_rate,scenario_primary_flaky_50_cache_hit_rate,scenario_primary_flaky_50_circuit_open_count,scenario_primary_flaky_50_recovery_time_ms,scenario_primary_flaky_50_estimated_cost,scenario_primary_flaky_50_estimated_cost_saved,scenario_all_healthy_total_requests,scenario_all_healthy_successful_requests,scenario_all_healthy_failed_requests,scenario_all_healthy_fallback_successes,scenario_all_healthy_static_fallbacks,scenario_all_healthy_cache_hits,scenario_all_healthy_availability,scenario_all_healthy_error_rate,scenario_all_healthy_latency_p50_ms,scenario_all_healthy_latency_p95_ms,scenario_all_healthy_latency_p99_ms,scenario_all_healthy_fallback_success_rate,scenario_all_healthy_cache_hit_rate,scenario_all_healthy_circuit_open_count,scenario_all_healthy_recovery_time_ms,scenario_all_healthy_estimated_cost,scenario_all_healthy_estimated_cost_saved
300,298,2,54,2,204,0.9933,0.0067,266.43,316.28,319.62,0.9643,0.68,7,2272.18,0.040264,0.204,pass,pass,pass,100,100,0,44,0,56,1.0,0.0,290.29,318.6,319.6,1.0,0.56,6,,0.01431,0.056,100,98,2,10,2,75,0.98,0.02,224.58,314.92,318.75,0.8333,0.75,1,2272.18,0.010704,0.075,100,100,0,0,0,73,1.0,0.0,216.54,235.35,237.34,0.0,0.73,0,,0.01525,0.073
