total_requests,successful_requests,failed_requests,fallback_successes,static_fallbacks,cache_hits,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_primary_timeout_100_total_requests,scenario_primary_timeout_100_successful_requests,scenario_primary_timeout_100_failed_requests,scenario_primary_timeout_100_fallback_successes,scenario_primary_timeout_100_static_fallbacks,scenario_primary_timeout_100_cache_hits,scenario_primary_timeout_100_availability,scenario_primary_timeout_100_error_rate,scenario_primary_timeout_100_latency_p50_ms,scenario_primary_timeout_100_latency_p95_ms,scenario_primary_timeout_100_latency_p99_ms,scenario_primary_timeout_100_fallback_success_rate,scenario_primary_timeout_100_cache_hit_rate,scenario_primary_timeout_100_circuit_open_count,scenario_primary_timeout_100_recovery_time_ms,scenario_primary_timeout_100_estimated_cost,scenario_primary_timeout_100_estimated_cost_saved,scenario_primary_flaky_50_total_requests,scenario_primary_flaky_50_successful_requests,scenario_primary_flaky_50_failed_requests,scenario_primary_flaky_50_fallback_successes,scenario_primary_flaky_50_static_fallbacks,scenario_primary_flaky_50_cache_hits,scenario_primary_flaky_50_availability,scenario_primary_flaky_50_error_rate,scenario_primary_flaky_50_latency_p50_ms,scenario_primary_flaky_50_latency_p95_ms,scenario_primary_flaky_50_latency_p99_ms,scenario_primary_flaky_50_fallback_success_rate,scenario_primary_flaky_50_cache_hit_rate,scenario_primary_flaky_50_circuit_open_count,scenario_primary_flaky_50_recovery_time_ms,scenario_primary_flaky_50_estimated_cost,scenario_primary_flaky_50_estimated_cost_saved,scenario_all_healthy_total_requests,scenario_all_healthy_successful_requests,scenario_all_healthy_failed_requests,scenario_all_healthy_fallback_successes,scenario_all_healthy_static_fallbacks,scenario_all_healthy_cache_hits,scenario_all_healthy_availability,scenario_all_healthy_error_rate,scenario_all_healthy_latency_p50_ms,scenario_all_healthy_latency_p95_ms,scenario_all_healthy_latency_p99_ms,scenario_all_healthy_fallback_success_rate,scenario_all_healthy_cache_hit_rate,scenario_all_healthy_circuit_open_count,scenario_all_healthy_recovery_time_ms,scenario_all_healthy_estimated_cost,scenario_all_healthy_estimated_cost_saved
300,294,6,158,6,0,0.98,0.02,264.99,316.93,319.7,0.9634,0.0,20,2240.98,0.13301,0.0,pass,pass,pass,100,96,4,96,4,0,0.96,0.04,290.4,318.65,319.79,0.96,0.0,14,,0.032826,0.0,100,98,2,62,2,0,0.98,0.02,277.21,317.41,319.72,0.9688,0.0,6,2240.98,0.042134,0.0,100,100,0,0,0,0,1.0,0.0,216.73,237.76,239.88,0.0,0.0,0,,0.05805,0.0
